Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
SWISS,2022-02-12,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,"1,404"
Lufthansa,2022-02-12,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,"1,429"
Lufthansa,2022-02-12,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,451"
Lufthansa,2022-02-12,TLV,MAD,FRA,5:20,12:45,8h 25m,1 stop,"1,451"
Lufthansa,2022-02-12,TLV,BCN,FRA,5:20,13:05,8h 45m,1 stop,"1,451"
Lufthansa,2022-02-12,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,454"
Lufthansa,2022-02-12,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,"1,429"
Pegasus Airlines,2022-02-12,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,288
SWISS,2022-02-12,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,"1,404"
Lufthansa,2022-02-12,TLV,MAD,MUC,17:05,23:35,7h 30m,1 stop,"1,252"
Turkish Airlines,2022-02-12,TLV,MAD,IST,9:50,16:30,7h 40m,1 stop,834
Lufthansa,2022-02-12,TLV,BCN,FRA,16:25,23:15,7h 50m,1 stop,"1,276"
Lufthansa,2022-02-12,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,451"
Ryanair,2022-02-12,TLV,MAD,BLQ,12:30,19:25,7h 55m,1 stop,89
Air France,2022-02-12,TLV,BCN,CDG,15:55,22:55,8h 00m,1 stop,554
Turkish Airlines,2022-02-12,TLV,BCN,IST,9:50,16:50,8h 00m,1 stop,675
Ukraine International Airlines,2022-02-12,TLV,BCN,KBP,5:30,12:35,8h 05m,1 stop,754
SWISS,2022-02-12,TLV,MAD,ZRH,7:35,14:40,8h 05m,1 stop,"1,403"
Air France,2022-02-12,TLV,MAD,CDG,15:55,23:05,8h 10m,1 stop,554
Pegasus Airlines,2022-02-12,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,282
Lufthansa,2022-02-12,TLV,MAD,FRA,5:20,12:45,8h 25m,1 stop,"1,451"
Ryanair,2022-02-12,TLV,AGP,BGY,12:15,19:45,8h 30m,1 stop,346
Lufthansa,2022-02-12,TLV,BCN,FRA,5:20,13:05,8h 45m,1 stop,"1,451"
Lufthansa,2022-02-12,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,454"
Ryanair,2022-02-12,TLV,BCN,BGY,12:15,20:40,9h 25m,1 stop,303
KLM,2022-02-12,TLV,MAD,AMS,5:15,13:45,9h 30m,1 stop,732
Lufthansa,2022-02-12,TLV,AGP,MUC,7:00,15:35,9h 35m,1 stop,"1,346"
Arkia,2022-03-06,TLV,BCN,,17:20,21:00,4h 40m,nonstop,414
TAP AIR PORTUGAL,2022-03-06,TLV,MAD,LIS,5:30,14:05,9h 35m,1 stop,437
TAP AIR PORTUGAL,2022-03-06,TLV,AGP,LIS,5:30,14:30,10h 00m,1 stop,437
Vueling,2022-03-06,TLV,BCN,,15:10,18:55,4h 45m,nonstop,524
EL AL,2022-03-06,TLV,BCN,,6:30,10:20,4h 50m,nonstop,562
Vueling,2022-03-06,TLV,AGP,BCN,15:10,23:10,9h 00m,1 stop,575
Pegasus Airlines,2022-03-06,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,788
Turkish Airlines,2022-03-06,TLV,BCN,IST,10:20,16:50,7h 30m,1 stop,797
EL AL,2022-03-06,TLV,MAD,,17:05,21:35,5h 30m,nonstop,833
Pegasus Airlines,2022-03-06,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,969
Air Europa,2022-03-06,TLV,MAD,,16:05,20:15,5h 10m,nonstop,"1,026"
Iberia,2022-03-06,TLV,MAD,,6:00,10:30,5h 30m,nonstop,"1,155"
Iberia,2022-03-06,TLV,BCN,MAD,6:00,12:50,7h 50m,1 stop,"1,227"
Iberia,2022-03-06,TLV,BCN,MAD,6:00,14:50,9h 50m,1 stop,"1,227"
SWISS,2022-03-06,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,"1,417"
SWISS,2022-03-06,TLV,AGP,ZRH,7:35,14:55,8h 20m,1 stop,"1,462"
Austrian Airlines,2022-03-06,TLV,AGP,VIE,6:15,13:00,7h 45m,1 stop,"1,478"
Lufthansa,2022-03-06,TLV,BCN,MUC,7:00,14:40,8h 40m,1 stop,"1,502"
Lufthansa,2022-03-06,TLV,MAD,MUC,17:05,23:40,7h 35m,1 stop,"1,510"
Lufthansa,2022-03-06,TLV,AGP,MUC,7:00,15:20,9h 20m,1 stop,"1,510"
Lufthansa,2022-03-06,TLV,BCN,FRA,16:25,23:15,7h 50m,1 stop,"1,523"
Lufthansa,2022-03-06,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,523"
Lufthansa,2022-03-06,TLV,MAD,FRA,5:20,12:45,8h 25m,1 stop,"1,531"
Lufthansa,2022-03-06,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,581"
Lufthansa,2022-03-06,TLV,MAD,"MUC, FRA",7:00,15:35,9h 35m,2 stops,"1,590"
Arkia,2022-03-06,TLV,BCN,,17:20,21:00,4h 40m,nonstop,414
Vueling,2022-03-06,TLV,BCN,,15:10,18:55,4h 45m,nonstop,524
EL AL,2022-03-06,TLV,BCN,,6:30,10:20,4h 50m,nonstop,562
Air Europa,2022-03-06,TLV,MAD,,16:05,20:15,5h 10m,nonstop,"1,026"
EL AL,2022-03-06,TLV,MAD,,17:05,21:35,5h 30m,nonstop,833
Iberia,2022-03-06,TLV,MAD,,6:00,10:30,5h 30m,nonstop,"1,155"
Pegasus Airlines,2022-03-06,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,969
SWISS,2022-03-06,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,"1,417"
Turkish Airlines,2022-03-06,TLV,BCN,IST,10:20,16:50,7h 30m,1 stop,797
Lufthansa,2022-03-06,TLV,MAD,MUC,17:05,23:40,7h 35m,1 stop,"1,510"
Austrian Airlines,2022-03-06,TLV,AGP,VIE,6:15,13:00,7h 45m,1 stop,"1,478"
Iberia,2022-03-06,TLV,BCN,MAD,6:00,12:50,7h 50m,1 stop,"1,227"
Lufthansa,2022-03-06,TLV,BCN,FRA,16:25,23:15,7h 50m,1 stop,"1,523"
Lufthansa,2022-03-06,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,523"
Pegasus Airlines,2022-03-06,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,788
SWISS,2022-03-06,TLV,AGP,ZRH,7:35,14:55,8h 20m,1 stop,"1,462"
Lufthansa,2022-03-06,TLV,MAD,FRA,5:20,12:45,8h 25m,1 stop,"1,531"
Lufthansa,2022-03-06,TLV,BCN,MUC,7:00,14:40,8h 40m,1 stop,"1,502"
Vueling,2022-03-06,TLV,AGP,BCN,15:10,23:10,9h 00m,1 stop,575
Lufthansa,2022-03-06,TLV,AGP,MUC,7:00,15:20,9h 20m,1 stop,"1,510"
Lufthansa,2022-03-06,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,581"
TAP AIR PORTUGAL,2022-03-06,TLV,MAD,LIS,5:30,14:05,9h 35m,1 stop,437
Lufthansa,2022-03-06,TLV,MAD,"MUC, FRA",7:00,15:35,9h 35m,2 stops,"1,590"
Iberia,2022-03-06,TLV,BCN,MAD,6:00,14:50,9h 50m,1 stop,"1,227"
TAP AIR PORTUGAL,2022-03-06,TLV,AGP,LIS,5:30,14:30,10h 00m,1 stop,437
Pegasus Airlines,2022-03-09,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,283
Wizz Air,2022-03-09,TLV,BCN,VIE,11:20,19:50,9h 30m,1 stop,72
Ryanair,2022-03-09,TLV,MAD,BGY,12:15,20:25,9h 10m,1 stop,187
Pegasus Airlines,2022-03-09,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,282
Pegasus Airlines,2022-03-09,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,283
Ryanair,2022-03-09,TLV,BCN,FCO,11:45,18:20,7h 35m,1 stop,288
EL AL,2022-03-09,TLV,MAD,,17:05,21:35,5h 30m,nonstop,411
Air Europa,2022-03-09,TLV,MAD,,16:05,20:15,5h 10m,nonstop,448
ITA Airways,2022-03-09,TLV,MAD,FCO,5:15,11:40,7h 25m,1 stop,371
ITA Airways,2022-03-09,TLV,BCN,FCO,5:15,11:40,7h 25m,1 stop,393
EL AL,2022-03-09,TLV,BCN,,6:30,10:20,4h 50m,nonstop,481
easyJet,2022-03-09,TLV,BCN,GVA,13:05,20:40,8h 35m,1 stop,391
easyJet,2022-03-09,TLV,MAD,GVA,13:05,20:00,7h 55m,1 stop,399
ITA Airways,2022-03-09,TLV,MAD,FCO,5:15,13:15,9h 00m,1 stop,467
Ukraine International Airlines,2022-03-09,TLV,BCN,KBP,5:30,12:35,8h 05m,1 stop,500
KLM,2022-03-09,TLV,MAD,AMS,5:15,13:45,9h 30m,1 stop,607
Turkish Airlines,2022-03-09,TLV,BCN,IST,10:20,16:50,7h 30m,1 stop,675
Air France,2022-03-09,TLV,BCN,CDG,15:55,22:55,8h 00m,1 stop,824
Iberia,2022-03-09,TLV,MAD,BCN,6:30,14:55,9h 25m,1 stop,873
SWISS,2022-03-09,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,884
Lufthansa,2022-03-09,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,929
Air France,2022-03-09,TLV,AGP,CDG,15:55,23:35,8h 40m,1 stop,"1,052"
Air France,2022-03-09,TLV,MAD,CDG,15:55,23:05,8h 10m,1 stop,"1,401"
Lufthansa,2022-03-09,TLV,MAD,MUC,17:05,23:35,7h 30m,1 stop,"1,425"
Lufthansa,2022-03-09,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,444"
Lufthansa,2022-03-09,TLV,BCN,FRA,8:00,15:20,8h 20m,1 stop,"1,444"
Lufthansa,2022-03-09,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,581"
EL AL,2022-03-09,TLV,BCN,,6:30,10:20,4h 50m,nonstop,481
Air Europa,2022-03-09,TLV,MAD,,16:05,20:15,5h 10m,nonstop,448
EL AL,2022-03-09,TLV,MAD,,17:05,21:35,5h 30m,nonstop,411
Lufthansa,2022-03-09,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,929
Pegasus Airlines,2022-03-09,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,283
ITA Airways,2022-03-09,TLV,MAD,FCO,5:15,11:40,7h 25m,1 stop,371
ITA Airways,2022-03-09,TLV,BCN,FCO,5:15,11:40,7h 25m,1 stop,393
SWISS,2022-03-09,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,884
Turkish Airlines,2022-03-09,TLV,BCN,IST,10:20,16:50,7h 30m,1 stop,675
Lufthansa,2022-03-09,TLV,MAD,MUC,17:05,23:35,7h 30m,1 stop,"1,425"
Ryanair,2022-03-09,TLV,BCN,FCO,11:45,18:20,7h 35m,1 stop,288
Lufthansa,2022-03-09,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,444"
easyJet,2022-03-09,TLV,MAD,GVA,13:05,20:00,7h 55m,1 stop,399
Air France,2022-03-09,TLV,BCN,CDG,15:55,22:55,8h 00m,1 stop,824
Ukraine International Airlines,2022-03-09,TLV,BCN,KBP,5:30,12:35,8h 05m,1 stop,500
Air France,2022-03-09,TLV,MAD,CDG,15:55,23:05,8h 10m,1 stop,"1,401"
Pegasus Airlines,2022-03-09,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,282
Lufthansa,2022-03-09,TLV,BCN,FRA,8:00,15:20,8h 20m,1 stop,"1,444"
easyJet,2022-03-09,TLV,BCN,GVA,13:05,20:40,8h 35m,1 stop,391
Air France,2022-03-09,TLV,AGP,CDG,15:55,23:35,8h 40m,1 stop,"1,052"
ITA Airways,2022-03-09,TLV,MAD,FCO,5:15,13:15,9h 00m,1 stop,467
Ryanair,2022-03-09,TLV,MAD,BGY,12:15,20:25,9h 10m,1 stop,187
Lufthansa,2022-03-09,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,581"
Iberia,2022-03-09,TLV,MAD,BCN,6:30,14:55,9h 25m,1 stop,873
Wizz Air,2022-03-09,TLV,BCN,VIE,11:20,19:50,9h 30m,1 stop,72
KLM,2022-03-09,TLV,MAD,AMS,5:15,13:45,9h 30m,1 stop,607
Pegasus Airlines,2022-03-12,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,316
Ryanair,2022-03-12,TLV,MAD,BLQ,12:30,19:25,7h 55m,1 stop,162
Royal Jordanian,2022-03-12,TLV,MAD,AMM,7:45,14:05,7h 20m,1 stop,313
Pegasus Airlines,2022-03-12,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,314
Pegasus Airlines,2022-03-12,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,316
Air France,2022-03-12,TLV,BCN,CDG,15:55,22:55,8h 00m,1 stop,432
Air France,2022-03-12,TLV,MAD,CDG,15:55,23:05,8h 10m,1 stop,432
Ukraine International Airlines,2022-03-12,TLV,BCN,KBP,5:30,12:35,8h 05m,1 stop,500
Air France,2022-03-12,TLV,AGP,CDG,15:55,23:35,8h 40m,1 stop,639
Turkish Airlines,2022-03-12,TLV,BCN,IST,9:50,16:50,8h 00m,1 stop,675
SWISS,2022-03-12,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,819
Turkish Airlines,2022-03-12,TLV,MAD,IST,9:50,17:00,8h 10m,1 stop,834
Lufthansa,2022-03-12,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,960
Lufthansa,2022-03-12,TLV,BCN,FRA,16:25,23:15,7h 50m,1 stop,984
Lufthansa,2022-03-12,TLV,MAD,MUC,17:05,23:35,7h 30m,1 stop,"1,075"
SWISS,2022-03-12,TLV,AGP,ZRH,7:35,15:55,9h 20m,1 stop,"1,106"
Austrian Airlines,2022-03-12,TLV,AGP,VIE,6:15,13:00,7h 45m,1 stop,"1,118"
KLM,2022-03-12,TLV,MAD,AMS,5:15,13:45,9h 30m,1 stop,"1,230"
Lufthansa,2022-03-12,TLV,AGP,MUC,7:00,15:35,9h 35m,1 stop,"1,321"
Lufthansa,2022-03-12,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,505"
Lufthansa,2022-03-12,TLV,MAD,"MUC, FRA",7:00,15:35,9h 35m,2 stops,"1,505"
Lufthansa,2022-03-12,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,691"
Lufthansa,2022-03-12,TLV,MAD,FRA,5:20,12:45,8h 25m,1 stop,"2,244"
Lufthansa,2022-03-12,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,960
Royal Jordanian,2022-03-12,TLV,MAD,AMM,7:45,14:05,7h 20m,1 stop,313
Pegasus Airlines,2022-03-12,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,316
SWISS,2022-03-12,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,819
Lufthansa,2022-03-12,TLV,MAD,MUC,17:05,23:35,7h 30m,1 stop,"1,075"
Austrian Airlines,2022-03-12,TLV,AGP,VIE,6:15,13:00,7h 45m,1 stop,"1,118"
Lufthansa,2022-03-12,TLV,BCN,FRA,16:25,23:15,7h 50m,1 stop,984
Lufthansa,2022-03-12,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,691"
Ryanair,2022-03-12,TLV,MAD,BLQ,12:30,19:25,7h 55m,1 stop,162
Air France,2022-03-12,TLV,BCN,CDG,15:55,22:55,8h 00m,1 stop,432
Turkish Airlines,2022-03-12,TLV,BCN,IST,9:50,16:50,8h 00m,1 stop,675
Ukraine International Airlines,2022-03-12,TLV,BCN,KBP,5:30,12:35,8h 05m,1 stop,500
Air France,2022-03-12,TLV,MAD,CDG,15:55,23:05,8h 10m,1 stop,432
Turkish Airlines,2022-03-12,TLV,MAD,IST,9:50,17:00,8h 10m,1 stop,834
Pegasus Airlines,2022-03-12,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,314
Lufthansa,2022-03-12,TLV,MAD,FRA,5:20,12:45,8h 25m,1 stop,"2,244"
Air France,2022-03-12,TLV,AGP,CDG,15:55,23:35,8h 40m,1 stop,639
SWISS,2022-03-12,TLV,AGP,ZRH,7:35,15:55,9h 20m,1 stop,"1,106"
Lufthansa,2022-03-12,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,505"
KLM,2022-03-12,TLV,MAD,AMS,5:15,13:45,9h 30m,1 stop,"1,230"
Lufthansa,2022-03-12,TLV,AGP,MUC,7:00,15:35,9h 35m,1 stop,"1,321"
Lufthansa,2022-03-12,TLV,MAD,"MUC, FRA",7:00,15:35,9h 35m,2 stops,"1,505"
ITA Airways,2022-03-27,TLV,BCN,FCO,4:05,10:50,7h 45m,1 stop,423
ITA Airways,2022-03-27,TLV,BCN,FCO,15:30,23:15,8h 45m,1 stop,423
Pegasus Airlines,2022-03-27,TLV,BCN,SAW,6:55,13:35,7h 40m,1 stop,438
Pegasus Airlines,2022-03-27,TLV,BCN,SAW,5:10,13:35,9h 25m,1 stop,438
EL AL,2022-03-27,TLV,BCN,,17:30,21:10,4h 40m,nonstop,440
EL AL,2022-03-27,TLV,MAD,,17:15,21:35,5h 20m,nonstop,452
Arkia,2022-03-27,TLV,BCN,,7:50,11:30,4h 40m,nonstop,473
Pegasus Airlines,2022-03-27,TLV,MAD,SAW,6:55,14:00,8h 05m,1 stop,489
Pegasus Airlines,2022-03-27,TLV,MAD,SAW,5:10,14:00,9h 50m,1 stop,489
LOT,2022-03-27,TLV,BCN,WAW,5:05,12:20,8h 15m,1 stop,503
Iberia,2022-03-27,TLV,MAD,,5:30,9:55,5h 25m,nonstop,521
TAP AIR PORTUGAL,2022-03-27,TLV,MAD,LIS,5:05,12:40,8h 35m,1 stop,616
EL AL,2022-03-27,TLV,BCN,,5:45,9:25,4h 40m,nonstop,627
Smartwings,2022-03-27,TLV,BCN,PRG,6:35,13:50,8h 15m,1 stop,641
Turkish Airlines,2022-03-27,TLV,BCN,IST,16:40,23:00,7h 20m,1 stop,675
Turkish Airlines,2022-03-27,TLV,BCN,IST,10:30,17:20,7h 50m,1 stop,675
Turkish Airlines,2022-03-27,TLV,BCN,IST,2:00,10:15,9h 15m,1 stop,675
Turkish Airlines,2022-03-27,TLV,BCN,IST,14:20,23:00,9h 40m,1 stop,675
Turkish Airlines,2022-03-27,TLV,BCN,IST,8:30,17:20,9h 50m,1 stop,691
Smartwings,2022-03-27,TLV,MAD,PRG,6:35,14:15,8h 40m,1 stop,697
ITA Airways,2022-03-27,TLV,MAD,FCO,15:30,0:14,9h 44m,1 stop,700
Czech Airlines,2022-03-27,TLV,BCN,PRG,6:35,13:50,8h 15m,1 stop,717
Iberia,2022-03-27,TLV,BCN,MAD,5:30,12:50,8h 20m,1 stop,735
Czech Airlines,2022-03-27,TLV,MAD,PRG,6:35,14:15,8h 40m,1 stop,774
Turkish Airlines,2022-03-27,TLV,MAD,IST,2:00,10:30,9h 30m,1 stop,834
Turkish Airlines,2022-03-27,TLV,MAD,IST,4:50,13:35,9h 45m,1 stop,834
KLM,2022-03-27,TLV,BCN,AMS,4:45,12:35,8h 50m,1 stop,"1,006"
KLM,2022-03-27,TLV,MAD,AMS,4:45,13:40,9h 55m,1 stop,"1,144"
Lufthansa,2022-03-27,TLV,MAD,FRA,8:00,15:55,8h 55m,1 stop,"1,234"
Royal Jordanian,2022-03-27,TLV,BCN,AMM,8:30,15:45,8h 15m,1 stop,"1,253"
Royal Jordanian,2022-03-27,TLV,BCN,AMM,8:30,15:45,8h 15m,1 stop,"1,253"
Brussels Airlines,2022-03-27,TLV,MAD,BRU,16:05,23:25,8h 20m,1 stop,"1,281"
SWISS,2022-03-27,TLV,BCN,ZRH,5:45,14:05,9h 20m,1 stop,"1,402"
SWISS,2022-03-27,TLV,AGP,ZRH,5:45,13:15,8h 30m,1 stop,"1,462"
Royal Jordanian,2022-03-27,TLV,MAD,AMM,8:30,15:25,7h 55m,1 stop,"1,470"
Austrian Airlines,2022-03-27,TLV,AGP,VIE,6:15,13:00,7h 45m,1 stop,"1,478"
Lufthansa,2022-03-27,TLV,BCN,MUC,5:15,11:00,6h 45m,1 stop,"1,510"
Lufthansa,2022-03-27,TLV,BCN,MUC,7:15,14:50,8h 35m,1 stop,"1,510"
Lufthansa,2022-03-27,TLV,AGP,MUC,5:15,13:40,9h 25m,1 stop,"1,510"
Lufthansa,2022-03-27,TLV,BCN,FRA,16:30,23:05,7h 35m,1 stop,"1,531"
Lufthansa,2022-03-27,TLV,BCN,FRA,4:50,11:55,8h 05m,1 stop,"1,531"
Lufthansa,2022-03-27,TLV,BCN,FRA,8:00,15:10,8h 10m,1 stop,"1,531"
Lufthansa,2022-03-27,TLV,MAD,FRA,4:50,12:05,8h 15m,1 stop,"1,531"
Lufthansa,2022-03-27,TLV,BCN,FRA,8:00,16:05,9h 05m,1 stop,"1,531"
Lufthansa,2022-03-27,TLV,BCN,FRA,4:50,13:00,9h 10m,1 stop,"1,531"
EL AL,2022-03-27,TLV,BCN,,17:30,21:10,4h 40m,nonstop,517
Wizz Air,2022-03-27,TLV,BCN,VIE,11:15,20:00,9h 45m,1 stop,148
Arkia,2022-03-27,TLV,BCN,,7:50,11:30,4h 40m,nonstop,417
EL AL,2022-03-27,TLV,BCN,,17:30,21:10,4h 40m,nonstop,440
Ryanair,2022-03-27,TLV,BCN,FCO,11:25,17:40,7h 15m,1 stop,285
EL AL,2022-03-27,TLV,MAD,,17:15,21:35,5h 20m,nonstop,452
Arkia,2022-03-27,TLV,BCN,,10:50,14:30,4h 40m,nonstop,497
ITA Airways,2022-03-27,TLV,BCN,FCO,4:05,10:50,7h 45m,1 stop,388
ITA Airways,2022-03-27,TLV,BCN,FCO,15:30,23:15,8h 45m,1 stop,388
Pegasus Airlines,2022-03-27,TLV,BCN,SAW,6:55,13:35,7h 40m,1 stop,438
Iberia,2022-03-27,TLV,MAD,,5:30,9:55,5h 25m,nonstop,496
easyJet,2022-03-27,TLV,MAD,GVA,13:05,20:05,8h 00m,1 stop,372
easyJet,2022-03-27,TLV,BCN,BER,14:50,22:05,8h 15m,1 stop,376
Pegasus Airlines,2022-03-27,TLV,BCN,SAW,5:10,13:35,9h 25m,1 stop,438
LOT,2022-03-27,TLV,BCN,WAW,5:05,12:20,8h 15m,1 stop,481
Pegasus Airlines,2022-03-27,TLV,MAD,SAW,6:55,14:00,8h 05m,1 stop,486
Norwegian,2022-03-27,TLV,BCN,CPH,12:30,20:10,8h 40m,1 stop,496
EL AL,2022-03-27,TLV,BCN,,5:45,9:25,4h 40m,nonstop,627
easyJet,2022-03-27,TLV,BCN,BER,13:15,22:05,9h 50m,1 stop,349
TAP AIR PORTUGAL,2022-03-27,TLV,MAD,LIS,5:05,12:40,8h 35m,1 stop,476
Pegasus Airlines,2022-03-27,TLV,MAD,SAW,5:10,14:00,9h 50m,1 stop,486
Royal Jordanian,2022-03-27,TLV,BCN,AMM,8:30,15:45,8h 15m,1 stop,608
Smartwings,2022-03-27,TLV,BCN,PRG,6:35,13:50,8h 15m,1 stop,641
Turkish Airlines,2022-03-27,TLV,BCN,IST,16:40,23:00,7h 20m,1 stop,675
Turkish Airlines,2022-03-27,TLV,BCN,IST,10:30,17:20,7h 50m,1 stop,675
Turkish Airlines,2022-03-27,TLV,BCN,IST,2:00,10:15,9h 15m,1 stop,675
Turkish Airlines,2022-03-27,TLV,BCN,IST,14:20,23:00,9h 40m,1 stop,675
Smartwings,2022-03-27,TLV,MAD,PRG,6:35,14:15,8h 40m,1 stop,691
Turkish Airlines,2022-03-27,TLV,BCN,IST,8:30,17:20,9h 50m,1 stop,691
ITA Airways,2022-03-27,TLV,MAD,FCO,15:30,0:14,9h 44m,1 stop,700
Iberia,2022-03-27,TLV,BCN,MAD,5:30,12:50,8h 20m,1 stop,713
Czech Airlines,2022-03-27,TLV,BCN,PRG,6:35,13:50,8h 15m,1 stop,717
Czech Airlines,2022-03-27,TLV,MAD,PRG,6:35,14:15,8h 40m,1 stop,767
Turkish Airlines,2022-03-27,TLV,MAD,IST,2:00,10:30,9h 30m,1 stop,834
Turkish Airlines,2022-03-27,TLV,MAD,IST,4:50,13:35,9h 45m,1 stop,834
KLM,2022-03-27,TLV,BCN,AMS,4:45,12:35,8h 50m,1 stop,927
KLM,2022-03-27,TLV,MAD,AMS,4:45,13:40,9h 55m,1 stop,"1,037"
Turkish Airlines,2022-03-27,TLV,AGP,IST,3:00,11:40,9h 40m,1 stop,"1,165"
Lufthansa,2022-03-27,TLV,BCN,FRA,8:00,16:05,9h 05m,1 stop,"1,230"
Lufthansa,2022-03-27,TLV,MAD,FRA,8:00,15:55,8h 55m,1 stop,"1,234"
Lufthansa,2022-03-27,TLV,BCN,FRA,8:00,15:10,8h 10m,1 stop,"1,243"
Brussels Airlines,2022-03-27,TLV,MAD,BRU,16:05,23:25,8h 20m,1 stop,"1,277"
SWISS,2022-03-27,TLV,AGP,ZRH,5:45,13:15,8h 30m,1 stop,"1,384"
SWISS,2022-03-27,TLV,BCN,ZRH,5:45,14:05,9h 20m,1 stop,"1,388"
Austrian Airlines,2022-03-27,TLV,AGP,VIE,6:15,13:00,7h 45m,1 stop,"1,398"
Lufthansa,2022-03-27,TLV,BCN,MUC,5:15,11:00,6h 45m,1 stop,"1,426"
Lufthansa,2022-03-27,TLV,BCN,MUC,7:15,14:50,8h 35m,1 stop,"1,426"
Lufthansa,2022-03-27,TLV,BCN,FRA,16:30,23:05,7h 35m,1 stop,"1,448"
Royal Jordanian,2022-03-27,TLV,MAD,AMM,8:30,15:25,7h 55m,1 stop,"1,462"
Lufthansa,2022-03-27,TLV,MAD,"MUC, FRA",7:15,15:55,9h 40m,2 stops,"1,163"
Lufthansa,2022-03-27,TLV,AGP,MUC,5:15,13:40,9h 25m,1 stop,"1,422"
Lufthansa,2022-03-27,TLV,MAD,FRA,4:50,12:05,8h 15m,1 stop,"1,444"
Lufthansa,2022-03-27,TLV,BCN,FRA,4:50,11:55,8h 05m,1 stop,"1,448"
Lufthansa,2022-03-27,TLV,BCN,FRA,4:50,13:00,9h 10m,1 stop,"1,448"
Lufthansa,2022-03-27,TLV,BCN,"MUC, FRA",5:15,13:00,8h 45m,2 stops,"1,581"
Lufthansa,2022-03-27,TLV,BCN,"MUC, FRA",7:15,15:10,8h 55m,2 stops,"1,581"
Lufthansa,2022-03-27,TLV,BCN,"MUC, FRA",7:15,16:05,9h 50m,2 stops,"1,581"
Arkia,2022-03-27,TLV,BCN,,7:50,11:30,4h 40m,nonstop,417
EL AL,2022-03-27,TLV,BCN,,17:30,21:10,4h 40m,nonstop,440
Arkia,2022-03-27,TLV,BCN,,10:50,14:30,4h 40m,nonstop,497
EL AL,2022-03-27,TLV,BCN,,5:45,9:25,4h 40m,nonstop,627
EL AL,2022-03-27,TLV,MAD,,17:15,21:35,5h 20m,nonstop,452
Iberia,2022-03-27,TLV,MAD,,5:30,9:55,5h 25m,nonstop,496
Lufthansa,2022-03-27,TLV,BCN,MUC,5:15,11:00,6h 45m,1 stop,"1,426"
Ryanair,2022-03-27,TLV,BCN,FCO,11:25,17:40,7h 15m,1 stop,285
Turkish Airlines,2022-03-27,TLV,BCN,IST,16:40,23:00,7h 20m,1 stop,675
Lufthansa,2022-03-27,TLV,BCN,FRA,16:30,23:05,7h 35m,1 stop,"1,448"
