Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
Pegasus Airlines,2022-02-11,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,250
Pegasus Airlines,2022-02-11,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,385
SWISS,2022-02-11,TLV,VCE,ZRH,7:35,13:35,7h 00m,1 stop,"1,335"
Ukraine International Airlines,2022-02-11,TLV,FCO,KBP,5:30,11:55,7h 25m,1 stop,395
Lufthansa,2022-02-11,TLV,FCO,FRA,16:25,22:50,7h 25m,1 stop,"1,381"
SWISS,2022-02-11,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,338"
Ryanair,2022-02-11,TLV,FCO,ATH,10:45,17:35,7h 50m,1 stop,540
Air France,2022-02-11,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,495
Lufthansa,2022-02-11,TLV,VCE,"MUC, FRA",7:00,14:05,8h 05m,2 stops,"1,430"
easyJet,2022-02-11,TLV,FCO,GVA,13:05,20:20,8h 15m,1 stop,825
Turkish Airlines,2022-02-11,TLV,VCE,IST,10:20,17:40,8h 20m,1 stop,618
Lufthansa,2022-02-11,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,381"
Turkish Airlines,2022-02-11,TLV,FCO,IST,10:20,17:45,8h 25m,1 stop,567
Air France,2022-02-11,TLV,FCO,CDG,15:55,23:25,8h 30m,1 stop,493
easyJet,2022-02-11,TLV,NAP,AMS,14:00,21:50,8h 50m,1 stop,323
Turkish Airlines,2022-02-11,TLV,NAP,IST,10:20,18:20,9h 00m,1 stop,723
Lufthansa,2022-02-11,TLV,NAP,FRA,5:20,13:20,9h 00m,1 stop,"1,453"
Iberia,2022-02-11,TLV,FCO,MAD,6:00,14:30,9h 30m,1 stop,635
Ryanair,2022-02-11,TLV,FCO,VIE,11:20,20:00,9h 40m,1 stop,267
Lufthansa,2022-02-11,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,359"
Lufthansa,2022-02-11,TLV,VCE,FRA,5:20,14:05,9h 45m,1 stop,"1,377"
Aeroflot,2022-02-11,TLV,VCE,SVO,7:10,16:10,10h 00m,1 stop,793
KLM,2022-02-11,TLV,FCO,AMS,5:15,14:15,10h 00m,1 stop,"1,095"
easyJet,2022-02-12,TLV,NAP,,19:50,22:20,3h 30m,nonstop,54
Ryanair,2022-02-12,TLV,NAP,OTP,13:20,21:20,9h 00m,1 stop,63
Ryanair,2022-02-12,TLV,FCO,,11:30,14:15,3h 45m,nonstop,100
Ryanair,2022-02-12,TLV,FCO,,20:20,23:05,3h 45m,nonstop,100
Ryanair,2022-02-12,TLV,NAP,VIE,11:20,20:15,9h 55m,1 stop,113
Ryanair,2022-02-12,TLV,FCO,,20:20,23:05,3h 45m,nonstop,130
Ryanair,2022-02-12,TLV,FCO,,11:30,14:15,3h 45m,nonstop,130
Ryanair,2022-02-12,TLV,FCO,VIE,11:20,19:10,8h 50m,1 stop,190
Air France,2022-02-12,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,494
Turkish Airlines,2022-02-12,TLV,FCO,IST,9:50,17:45,8h 55m,1 stop,567
Turkish Airlines,2022-02-12,TLV,VCE,IST,9:50,17:40,8h 50m,1 stop,618
KLM,2022-02-12,TLV,FCO,AMS,5:15,14:15,10h 00m,1 stop,720
SWISS,2022-02-12,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,"1,329"
SWISS,2022-02-12,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,329"
Lufthansa,2022-02-12,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,358"
Ryanair,2022-02-12,TLV,FCO,,20:20,23:05,3h 45m,nonstop,100
easyJet,2022-02-12,TLV,NAP,,19:50,22:20,3h 30m,nonstop,54
Ryanair,2022-02-12,TLV,FCO,,11:30,14:15,3h 45m,nonstop,100
Ryanair,2022-02-12,TLV,FCO,,20:20,23:05,3h 45m,nonstop,130
Ryanair,2022-02-12,TLV,FCO,,11:30,14:15,3h 45m,nonstop,130
Ryanair,2022-02-12,TLV,NAP,OTP,13:20,21:20,9h 00m,1 stop,63
Ryanair,2022-02-12,TLV,NAP,VIE,11:20,20:15,9h 55m,1 stop,113
Ryanair,2022-02-12,TLV,FCO,VIE,11:20,19:10,8h 50m,1 stop,190
Air France,2022-02-12,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,494
Turkish Airlines,2022-02-12,TLV,FCO,IST,9:50,17:45,8h 55m,1 stop,567
Turkish Airlines,2022-02-12,TLV,VCE,IST,9:50,17:40,8h 50m,1 stop,618
KLM,2022-02-12,TLV,FCO,AMS,5:15,14:15,10h 00m,1 stop,720
SWISS,2022-02-12,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,"1,329"
SWISS,2022-02-12,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,329"
Lufthansa,2022-02-12,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,358"
Lufthansa,2022-02-12,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,358"
Lufthansa,2022-02-12,TLV,VCE,MUC,17:05,22:45,6h 40m,1 stop,"1,358"
Lufthansa,2022-02-12,TLV,VCE,FRA,16:25,22:45,7h 20m,1 stop,"1,379"
Lufthansa,2022-02-12,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,379"
easyJet,2022-02-12,TLV,NAP,,19:50,22:20,3h 30m,nonstop,54
Ryanair,2022-02-12,TLV,FCO,,11:30,14:15,3h 45m,nonstop,100
Ryanair,2022-02-12,TLV,FCO,,20:20,23:05,3h 45m,nonstop,100
Ryanair,2022-02-12,TLV,FCO,,20:20,23:05,3h 45m,nonstop,130
Ryanair,2022-02-12,TLV,FCO,,11:30,14:15,3h 45m,nonstop,130
Lufthansa,2022-02-12,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,358"
Lufthansa,2022-02-12,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,358"
Lufthansa,2022-02-12,TLV,VCE,MUC,17:05,22:45,6h 40m,1 stop,"1,358"
Lufthansa,2022-02-12,TLV,VCE,FRA,16:25,22:45,7h 20m,1 stop,"1,379"
SWISS,2022-02-12,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,"1,329"
SWISS,2022-02-12,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,329"
Air France,2022-02-12,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,494
Lufthansa,2022-02-12,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,379"
Ryanair,2022-02-12,TLV,FCO,VIE,11:20,19:10,8h 50m,1 stop,190
Turkish Airlines,2022-02-12,TLV,VCE,IST,9:50,17:40,8h 50m,1 stop,618
Turkish Airlines,2022-02-12,TLV,FCO,IST,9:50,17:45,8h 55m,1 stop,567
Ryanair,2022-02-12,TLV,NAP,OTP,13:20,21:20,9h 00m,1 stop,63
Ryanair,2022-02-12,TLV,NAP,VIE,11:20,20:15,9h 55m,1 stop,113
KLM,2022-02-12,TLV,FCO,AMS,5:15,14:15,10h 00m,1 stop,720
Ryanair,2022-03-06,TLV,FCO,,19:40,22:25,3h 45m,nonstop,103
Ryanair,2022-03-06,TLV,FCO,,19:40,22:25,3h 45m,nonstop,93
Ryanair,2022-03-06,TLV,TSF,,12:30,15:10,3h 40m,nonstop,100
Ryanair,2022-03-06,TLV,FCO,,19:40,22:25,3h 45m,nonstop,130
ITA Airways,2022-03-06,TLV,FCO,,17:35,20:20,3h 45m,nonstop,282
Wizz Air,2022-03-06,TLV,FCO,OTP,9:25,15:00,6h 35m,1 stop,205
Ryanair,2022-03-06,TLV,NAP,BGY,11:20,18:00,7h 40m,1 stop,229
ITA Airways,2022-03-06,TLV,VCE,FCO,17:35,22:45,6h 10m,1 stop,270
EL AL,2022-03-06,TLV,FCO,,6:10,9:00,3h 50m,nonstop,344
easyJet,2022-03-06,TLV,NAP,BER,13:10,21:45,9h 35m,1 stop,280
easyJet,2022-03-06,TLV,FCO,BSL,13:20,19:45,7h 25m,1 stop,363
Vueling,2022-03-06,TLV,FCO,BCN,15:10,23:25,9h 15m,1 stop,546
Vueling,2022-03-06,TLV,FCO,BCN,15:10,23:25,9h 15m,1 stop,627
Turkish Airlines,2022-03-06,TLV,FCO,IST,1:00,9:55,9h 55m,1 stop,710
Pegasus Airlines,2022-03-06,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,724
KLM,2022-03-06,TLV,FCO,AMS,5:15,14:15,10h 00m,1 stop,812
Turkish Airlines,2022-03-06,TLV,FCO,IST,10:20,17:45,8h 25m,1 stop,831
Air France,2022-03-06,TLV,FCO,CDG,15:55,23:25,8h 30m,1 stop,846
SWISS,2022-03-06,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,863
Air France,2022-03-06,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,897
Pegasus Airlines,2022-03-06,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,899
Iberia,2022-03-06,TLV,FCO,MAD,6:00,14:30,9h 30m,1 stop,975
Turkish Airlines,2022-03-06,TLV,VCE,IST,1:00,9:20,9h 20m,1 stop,"1,033"
Lufthansa,2022-03-06,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,175"
SWISS,2022-03-06,TLV,NAP,ZRH,7:35,14:00,7h 25m,1 stop,"1,176"
Lufthansa,2022-03-06,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,236"
SWISS,2022-03-06,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,319"
Lufthansa,2022-03-06,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,352"
Lufthansa,2022-03-06,TLV,VCE,MUC,17:05,22:45,6h 40m,1 stop,"1,353"
Lufthansa,2022-03-06,TLV,FCO,FRA,16:25,22:50,7h 25m,1 stop,"1,374"
Lufthansa,2022-03-06,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,374"
Lufthansa,2022-03-06,TLV,VCE,FRA,5:20,14:05,9h 45m,1 stop,"1,375"
EL AL,2022-03-06,TLV,NAP,MUC,6:00,12:25,7h 25m,1 stop,"1,432"
Lufthansa,2022-03-06,TLV,VCE,"MUC, FRA",7:00,14:05,8h 05m,2 stops,"1,432"
easyJet,2022-03-06,TLV,FCO,GVA,13:05,20:20,8h 15m,1 stop,"1,445"
Lufthansa,2022-03-06,TLV,NAP,FRA,5:20,13:20,9h 00m,1 stop,"1,446"
Ryanair,2022-03-06,TLV,TSF,,12:30,15:10,3h 40m,nonstop,100
Ryanair,2022-03-06,TLV,FCO,,19:40,22:25,3h 45m,nonstop,93
Ryanair,2022-03-06,TLV,FCO,,19:40,22:25,3h 45m,nonstop,130
ITA Airways,2022-03-06,TLV,FCO,,17:35,20:20,3h 45m,nonstop,282
EL AL,2022-03-06,TLV,FCO,,6:10,9:00,3h 50m,nonstop,344
ITA Airways,2022-03-06,TLV,VCE,FCO,17:35,22:45,6h 10m,1 stop,270
Lufthansa,2022-03-06,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,352"
Wizz Air,2022-03-06,TLV,FCO,OTP,9:25,15:00,6h 35m,1 stop,205
Lufthansa,2022-03-06,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,175"
Lufthansa,2022-03-06,TLV,VCE,MUC,17:05,22:45,6h 40m,1 stop,"1,353"
Pegasus Airlines,2022-03-06,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,724
Pegasus Airlines,2022-03-06,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,899
easyJet,2022-03-06,TLV,FCO,BSL,13:20,19:45,7h 25m,1 stop,363
SWISS,2022-03-06,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,863
SWISS,2022-03-06,TLV,NAP,ZRH,7:35,14:00,7h 25m,1 stop,"1,176"
Lufthansa,2022-03-06,TLV,FCO,FRA,16:25,22:50,7h 25m,1 stop,"1,374"
EL AL,2022-03-06,TLV,NAP,MUC,6:00,12:25,7h 25m,1 stop,"1,432"
SWISS,2022-03-06,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,319"
Ryanair,2022-03-06,TLV,NAP,BGY,11:20,18:00,7h 40m,1 stop,229
Air France,2022-03-06,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,897
Lufthansa,2022-03-06,TLV,VCE,"MUC, FRA",7:00,14:05,8h 05m,2 stops,"1,432"
easyJet,2022-03-06,TLV,FCO,GVA,13:05,20:20,8h 15m,1 stop,"1,445"
Lufthansa,2022-03-06,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,374"
Turkish Airlines,2022-03-06,TLV,FCO,IST,10:20,17:45,8h 25m,1 stop,831
Air France,2022-03-06,TLV,FCO,CDG,15:55,23:25,8h 30m,1 stop,846
Lufthansa,2022-03-06,TLV,NAP,FRA,5:20,13:20,9h 00m,1 stop,"1,446"
Vueling,2022-03-06,TLV,FCO,BCN,15:10,23:25,9h 15m,1 stop,546
Vueling,2022-03-06,TLV,FCO,BCN,15:10,23:25,9h 15m,1 stop,627
Turkish Airlines,2022-03-06,TLV,VCE,IST,1:00,9:20,9h 20m,1 stop,"1,033"
Iberia,2022-03-06,TLV,FCO,MAD,6:00,14:30,9h 30m,1 stop,975
easyJet,2022-03-06,TLV,NAP,BER,13:10,21:45,9h 35m,1 stop,280
Lufthansa,2022-03-06,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,236"
Lufthansa,2022-03-06,TLV,VCE,FRA,5:20,14:05,9h 45m,1 stop,"1,375"
Turkish Airlines,2022-03-06,TLV,FCO,IST,1:00,9:55,9h 55m,1 stop,710
KLM,2022-03-06,TLV,FCO,AMS,5:15,14:15,10h 00m,1 stop,812
ITA Airways,2022-03-09,TLV,VCE,FCO,5:15,10:25,6h 10m,1 stop,304
ITA Airways,2022-03-09,TLV,FCO,,5:15,8:00,3h 45m,nonstop,340
ISRAIR,2022-03-09,TLV,FCO,,8:15,11:00,3h 45m,nonstop,453
EL AL,2022-03-09,TLV,FCO,,6:10,9:00,3h 50m,nonstop,482
ITA Airways,2022-03-09,TLV,NAP,"FCO, LIN",5:15,14:15,10h 00m,2 stops,483
Turkish Airlines,2022-03-09,TLV,FCO,IST,10:20,17:45,8h 25m,1 stop,659
Turkish Airlines,2022-03-09,TLV,FCO,IST,1:00,9:55,9h 55m,1 stop,659
Turkish Airlines,2022-03-09,TLV,VCE,IST,1:00,9:20,9h 20m,1 stop,664
SWISS,2022-03-09,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,"1,389"
SWISS,2022-03-09,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,397"
Lufthansa,2022-03-09,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,437"
Lufthansa,2022-03-09,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,437"
Lufthansa,2022-03-09,TLV,VCE,MUC,17:05,22:50,6h 45m,1 stop,"1,437"
Lufthansa,2022-03-09,TLV,VCE,MUC,7:00,12:45,6h 45m,1 stop,"1,437"
Lufthansa,2022-03-09,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,437"
Lufthansa,2022-03-09,TLV,VCE,FRA,8:00,14:05,7h 05m,1 stop,"1,458"
Lufthansa,2022-03-09,TLV,FCO,FRA,16:25,22:50,7h 25m,1 stop,"1,458"
Lufthansa,2022-03-09,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,458"
Lufthansa,2022-03-09,TLV,VCE,FRA,5:20,14:05,9h 45m,1 stop,"1,458"
Lufthansa,2022-03-09,TLV,VCE,"MUC, FRA",7:00,14:05,8h 05m,2 stops,"1,508"
Lufthansa,2022-03-09,TLV,NAP,FRA,5:20,13:20,9h 00m,1 stop,"1,531"
Ryanair,2022-03-09,TLV,NAP,,13:35,15:50,3h 15m,nonstop,36
Ryanair,2022-03-09,TLV,VCE,NAP,13:35,20:55,8h 20m,1 stop,61
Wizz Air,2022-03-09,TLV,FCO,OTP,9:25,14:45,6h 20m,1 stop,102
Ryanair,2022-03-09,TLV,NAP,SOF,10:25,15:25,6h 00m,1 stop,154
Ryanair,2022-03-09,TLV,FCO,,11:45,14:30,3h 45m,nonstop,187
Ryanair,2022-03-09,TLV,FCO,,11:45,14:30,3h 45m,nonstop,230
ITA Airways,2022-03-09,TLV,FCO,,5:15,8:00,3h 45m,nonstop,284
Arkia,2022-03-09,TLV,FCO,,11:20,14:00,3h 40m,nonstop,319
ITA Airways,2022-03-09,TLV,VCE,FCO,5:15,10:25,6h 10m,1 stop,269
ISRAIR,2022-03-09,TLV,FCO,,8:15,11:00,3h 45m,nonstop,386
EL AL,2022-03-09,TLV,FCO,,6:10,9:00,3h 50m,nonstop,411
ITA Airways,2022-03-09,TLV,NAP,"FCO, LIN",5:15,14:15,10h 00m,2 stops,463
Smartwings,2022-03-09,TLV,FCO,PRG,5:35,14:00,9h 25m,1 stop,532
Arkia,2022-03-09,ETM,FCO,TLV,8:00,14:00,7h 00m,1 stop,559
Turkish Airlines,2022-03-09,TLV,FCO,IST,10:20,17:45,8h 25m,1 stop,567
Turkish Airlines,2022-03-09,TLV,FCO,IST,1:00,9:55,9h 55m,1 stop,567
KLM,2022-03-09,TLV,FCO,AMS,5:15,14:15,10h 00m,1 stop,599
Turkish Airlines,2022-03-09,TLV,VCE,IST,1:00,9:20,9h 20m,1 stop,618
Air France,2022-03-09,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,761
SWISS,2022-03-09,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,837
Air France,2022-03-09,TLV,FCO,CDG,15:55,23:25,8h 30m,1 stop,870
Lufthansa,2022-03-09,TLV,VCE,MUC,17:05,22:50,6h 45m,1 stop,932
Lufthansa,2022-03-09,TLV,VCE,FRA,8:00,14:05,7h 05m,1 stop,976
Lufthansa,2022-03-09,TLV,VCE,FRA,16:25,22:45,7h 20m,1 stop,976
SWISS,2022-03-09,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,113"
Lufthansa,2022-03-09,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,141"
Lufthansa,2022-03-09,TLV,NAP,FRA,5:20,13:20,9h 00m,1 stop,"1,245"
Lufthansa,2022-03-09,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,255"
Lufthansa,2022-03-09,TLV,VCE,MUC,7:00,12:45,6h 45m,1 stop,"1,313"
Lufthansa,2022-03-09,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,348"
Lufthansa,2022-03-09,TLV,FCO,FRA,16:25,22:50,7h 25m,1 stop,"1,370"
Lufthansa,2022-03-09,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,370"
Lufthansa,2022-03-09,TLV,VCE,FRA,5:20,14:05,9h 45m,1 stop,"1,370"
Lufthansa,2022-03-09,TLV,VCE,"MUC, FRA",7:00,14:05,8h 05m,2 stops,"1,431"
EL AL,2022-03-09,TLV,NAP,MUC,6:00,12:25,7h 25m,1 stop,"1,432"
Ryanair,2022-03-09,TLV,NAP,,13:35,15:50,3h 15m,nonstop,36
Arkia,2022-03-09,TLV,FCO,,11:20,14:00,3h 40m,nonstop,319
Ryanair,2022-03-09,TLV,FCO,,11:45,14:30,3h 45m,nonstop,187
Ryanair,2022-03-09,TLV,FCO,,11:45,14:30,3h 45m,nonstop,230
ITA Airways,2022-03-09,TLV,FCO,,5:15,8:00,3h 45m,nonstop,284
ISRAIR,2022-03-09,TLV,FCO,,8:15,11:00,3h 45m,nonstop,386
EL AL,2022-03-09,TLV,FCO,,6:10,9:00,3h 50m,nonstop,411
Ryanair,2022-03-09,TLV,NAP,SOF,10:25,15:25,6h 00m,1 stop,154
ITA Airways,2022-03-09,TLV,VCE,FCO,5:15,10:25,6h 10m,1 stop,269
Wizz Air,2022-03-09,TLV,FCO,OTP,9:25,14:45,6h 20m,1 stop,102
Lufthansa,2022-03-09,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,141"
Lufthansa,2022-03-09,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,255"
Lufthansa,2022-03-09,TLV,VCE,MUC,17:05,22:50,6h 45m,1 stop,932
Lufthansa,2022-03-09,TLV,VCE,MUC,7:00,12:45,6h 45m,1 stop,"1,313"
Arkia,2022-03-09,ETM,FCO,TLV,8:00,14:00,7h 00m,1 stop,559
Lufthansa,2022-03-09,TLV,VCE,FRA,8:00,14:05,7h 05m,1 stop,976
Lufthansa,2022-03-09,TLV,VCE,FRA,16:25,22:45,7h 20m,1 stop,976
SWISS,2022-03-09,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,837
Lufthansa,2022-03-09,TLV,FCO,FRA,16:25,22:50,7h 25m,1 stop,"1,370"
EL AL,2022-03-09,TLV,NAP,MUC,6:00,12:25,7h 25m,1 stop,"1,432"
SWISS,2022-03-09,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,113"
Air France,2022-03-09,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,761
Lufthansa,2022-03-09,TLV,VCE,"MUC, FRA",7:00,14:05,8h 05m,2 stops,"1,431"
Ryanair,2022-03-09,TLV,VCE,NAP,13:35,20:55,8h 20m,1 stop,61
Lufthansa,2022-03-09,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,370"
Turkish Airlines,2022-03-09,TLV,FCO,IST,10:20,17:45,8h 25m,1 stop,567
Air France,2022-03-09,TLV,FCO,CDG,15:55,23:25,8h 30m,1 stop,870
Lufthansa,2022-03-09,TLV,NAP,FRA,5:20,13:20,9h 00m,1 stop,"1,245"
Turkish Airlines,2022-03-09,TLV,VCE,IST,1:00,9:20,9h 20m,1 stop,618
Smartwings,2022-03-09,TLV,FCO,PRG,5:35,14:00,9h 25m,1 stop,532
Lufthansa,2022-03-09,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,348"
Lufthansa,2022-03-09,TLV,VCE,FRA,5:20,14:05,9h 45m,1 stop,"1,370"
Turkish Airlines,2022-03-09,TLV,FCO,IST,1:00,9:55,9h 55m,1 stop,567
ITA Airways,2022-03-09,TLV,NAP,"FCO, LIN",5:15,14:15,10h 00m,2 stops,463
KLM,2022-03-09,TLV,FCO,AMS,5:15,14:15,10h 00m,1 stop,599
easyJet,2022-03-12,TLV,NAP,,19:50,22:20,3h 30m,nonstop,54
Pegasus Airlines,2022-03-12,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,250
ITA Airways,2022-03-12,TLV,VCE,FCO,17:25,22:45,6h 20m,1 stop,304
ITA Airways,2022-03-12,TLV,FCO,,17:25,20:10,3h 45m,nonstop,310
Royal Jordanian,2022-03-12,TLV,FCO,AMM,7:45,14:00,7h 15m,1 stop,374
Turkish Airlines,2022-03-12,TLV,FCO,IST,9:50,17:45,8h 55m,1 stop,604
Turkish Airlines,2022-03-12,TLV,VCE,IST,9:50,17:40,8h 50m,1 stop,664
SWISS,2022-03-12,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,"1,389"
SWISS,2022-03-12,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,389"
Lufthansa,2022-03-12,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,437"
Lufthansa,2022-03-12,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,437"
Lufthansa,2022-03-12,TLV,VCE,MUC,17:05,22:45,6h 40m,1 stop,"1,437"
Lufthansa,2022-03-12,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,437"
Lufthansa,2022-03-12,TLV,VCE,FRA,16:25,22:45,7h 20m,1 stop,"1,458"
Lufthansa,2022-03-12,TLV,FCO,FRA,16:25,22:50,7h 25m,1 stop,"1,458"
Pegasus Airlines,2022-03-12,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,250
Turkish Airlines,2022-03-12,TLV,FCO,IST,9:50,17:45,8h 55m,1 stop,567
Turkish Airlines,2022-03-12,TLV,VCE,IST,9:50,17:40,8h 50m,1 stop,618
SWISS,2022-03-12,TLV,VCE,ZRH,7:35,14:00,7h 25m,1 stop,"1,315"
SWISS,2022-03-12,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,317"
Lufthansa,2022-03-12,TLV,FCO,MUC,17:05,22:35,6h 30m,1 stop,"1,437"
Lufthansa,2022-03-12,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,437"
Lufthansa,2022-03-12,TLV,VCE,MUC,17:05,22:45,6h 40m,1 stop,"1,437"
Lufthansa,2022-03-12,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,437"
Lufthansa,2022-03-12,TLV,VCE,FRA,16:25,22:45,7h 20m,1 stop,"1,458"
Lufthansa,2022-03-12,TLV,FCO,FRA,16:25,22:50,7h 25m,1 stop,"1,458"
Lufthansa,2022-03-12,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,458"
Lufthansa,2022-03-12,TLV,VCE,FRA,5:20,14:05,9h 45m,1 stop,"1,458"
Lufthansa,2022-03-12,TLV,VCE,"MUC, FRA",7:00,14:05,8h 05m,2 stops,"1,517"
Lufthansa,2022-03-12,TLV,NAP,FRA,5:20,13:20,9h 00m,1 stop,"1,531"
Pegasus Airlines,2022-03-12,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,250
Turkish Airlines,2022-03-12,TLV,FCO,IST,9:50,17:45,8h 55m,1 stop,567
Turkish Airlines,2022-03-12,TLV,VCE,IST,9:50,17:40,8h 50m,1 stop,618
